headline,category,prediction
South Dakota’s AG Reported Hitting A Deer With His Car. He Actually Killed A Man.,CRIME,4
Jill Biden's Boots Send A Clear Message To Voters,STYLE_BEAUTY_HOME,0
A Running List Of Times Kamala Harris Wore Converse,STYLE_BEAUTY_HOME,3
Mark Ruffalo Comes To The Rescue After Chris Evans' NSFW Leak,ENTERTAINMENT_MEDIA,3
Giuliani Pleads Ignorance On Bombshell Report That His Ukraine Contact Is A Russian Spy,POLITICS,0
Halle Berry 'Speechless' After Netflix Buys Directorial Debut For $20 Million,ENTERTAINMENT_MEDIA,3
Candid Quotes About Fatherhood From Tyler Perry,PARENTING_FAMILY,3
Roger Stone Calls For Trump To 'Declare Martial Law' To Seize Power If He Loses,POLITICS,0
Iran Executes 27-Year-Old Wrestler After Trump Asked For Leniency,WORLD_NEWS,4
Parents Say Son Died In Wildfire Trying To Save Grandmother,US_NEWS,4
"College Students Test Positive For Coronavirus, Throw Party Anyway",US_NEWS,1
"Naya Rivera Called For Help As She Drowned, According To Autopsy Report",US_NEWS,3
Naomi Osaka Surges From Slow Start In US Open Final To Win 3rd Grand Slam Title,SPORTS,4
Trump's Administration Secretly Took Millions From FDNY's 9/11 Health Program,POLITICS,0
National Youth Suicide Rates Continue To Climb,PARENTING_FAMILY,4
The 20 Funniest Tweets From Women This Week (Sept. 5-11),WOMEN,3
"'Fortunate Son,' Donald Trump's Hype Song At Rally, Slams Rich Draft Dodgers",POLITICS,3
Fox News Analyst And Longtime Trump Friend: ‘More Likely Than Not’ He Insulted War Dead,POLITICS,0
Democrat Opponent To Republican QAnon Supporter Drops Out Of Race,POLITICS,0
What That Sturgis COVID-19 Paper Doesn't Show — And What It Does,POLITICS,1
George Conway Shows What's Going On In Trump's Head In Exclusive 'Unfit' Clip,POLITICS,0
The 2020 Comedy Wildlife Photography Finalists Are Delightfully Seal-y,ENVIRONMENT,3
Pro Wrestling Icon Mick Foley Has One Scathing Question For Trump Supporters,SPORTS,0
DHS Whistleblower Complaint: 4 Of The Most Explosive Allegations Of Misconduct,POLITICS,0
‘Special Friendship:’ New Book Reveals Courtship Between Trump and Kim Jong Un,POLITICS,0
Kool & The Gang Co-Founder Ronald 'Khalis' Bell Dead At 68,ENTERTAINMENT_MEDIA,3
Michael Cohen Predicts Trump Plan To Save Himself If He Loses The Election,POLITICS,0
Trump Slammed After Firing Off Outrageous New Insults At Kamala Harris,POLITICS,0
Bob Woodward Defends Withholding Trump’s Coronavirus Comments For Months,POLITICS,0
Jimmy Fallon Calls Out Mystery Object Coming From Trump's Nose,ENTERTAINMENT_MEDIA,0
Can Antiviral Fabrics Protect You From Getting COVID-19?,STYLE_BEAUTY_HOME,1
Lupita Nyong'o Shares Emotional Essay On Chadwick Boseman's Death: 'A Punch To My Gut',ENTERTAINMENT_MEDIA,3
Police Shoot 13-Year-Old Boy With Autism After Mom Calls For Help,POLITICS,4
Fauci Says Trump Actually Listened To Him About Coronavirus Mitigation,POLITICS,1
Eric Trump's 'Awkward' Labor Day Attack On Joe Biden Backfires,POLITICS,0
Sarah Huckabee Sanders Receives Stinging Reminder Of Her Own Dishonesty,POLITICS,0
'Princess Bride' Fanboy Ted Cruz Rips Cast Plan To Raise Funds For Democrats,POLITICS,3
Trump Helped Himself To Art From Ambassador's Mansion In Paris For White House,POLITICS,0
Thoughtful Quotes About Motherhood From Evan Rachel Wood,PARENTING_FAMILY,3
CNN Doctor Has Grim Reality Check On COVID-19 Vaccination Timeline,POLITICS,1
Trump Campaign Official Mocked Joe Biden For Visiting Graves Of Late Family Members,POLITICS,0
"Instagram Beauty Star Ethan Is Supreme, AKA Ethan Peters, Dies At 17",ENTERTAINMENT_MEDIA,3
"Louis DeJoy Reportedly Pressured Former Employees To Donate To GOP, Then Reimbursed Them",POLITICS,0
"Stabbings In U.K.'s Birmingham Leave At Least 1 Dead, 7 Injured",WORLD_NEWS,4
"Maine Wedding Linked To More Than 140 COVID-19 Cases, 3 Deaths: State CDC",US_NEWS,4
California Wildfire Traps Campers In National Forest,US_NEWS,4
Rihanna 'Healing Quickly' After Bruising Face In Electric Scooter Accident,ENTERTAINMENT_MEDIA,3
The Useful Idiot,POLITICS,0
Serena Williams' Reaction To Seeing Daughter At U.S. Open Is So Pure,ENTERTAINMENT_MEDIA,3
'World's Loneliest Elephant' Will Leave Zoo To Embark On New Life,US_NEWS,2
Steve Irwin Honored By Wife And Daughter On 14th Anniversary Of His Death,ENTERTAINMENT_MEDIA,3
People Can’t Get Over Mike Pence’s Latest 'Ridiculous' Praise Of Donald Trump,POLITICS,0
10 Of The Wildest And Wackiest Conspiracy Theories Pushed By Trump This Week,POLITICS,0
Gold Star Families Issue Stinging Message To Donald Trump Over Reported War Dead Insults,POLITICS,0
Michelle Obama On The Challenges She's Faced In Her Marriage To Barack Obama,ENTERTAINMENT_MEDIA,3
Fox News Host Names The Donald Trump Talking Point She’d Scratch From The List,POLITICS,0
The Funniest Tweets From Parents This Week (Aug. 29-Sep. 4),PARENTING_FAMILY,3
Trump Scorns Biden For The Way He Wears Mask: 'This Guy’s Got Some Big Issues',POLITICS,0
2 Alleged 'Boogaloo Bois' Facing Terrorism Charges In Minnesota,POLITICS,4
GOP Candidate Who Touts QAnon Posts Photo Seemingly Threatening Democrats With Rifle,POLITICS,0
Britney Spears' Court Filing Gives Shout Out To #FreeBritney Movement,ENTERTAINMENT_MEDIA,3
Arnold Schwarzenegger Had A Glorious Response To Fan Who Made A Terminator Pipe,ENTERTAINMENT_MEDIA,3
Trump Tells Supporters In North Carolina To Illegally Vote Twice To Test The System,POLITICS,0
Veterans Group Says Trump Is Panicking As Poll Shows Military Backs Biden,POLITICS,0
11 Remote Learning Truths From Parents Whose Kids Have Started School,PARENTING_FAMILY,1
Trump DOJ Calls Out D.C.'s Democratic Mayor For Ignoring Protesters' Constitutional Rights,POLITICS,0
‘Didn’t Take Any Of It For Granted’: How Chadwick Boseman’s Humility Made Him A Star,ENTERTAINMENT_MEDIA,3
Trump Returns To Fox News To Make 3 More Bananas Claims And Accusations,POLITICS,0
GOP Rep. Clay Higgins Threatens To Shoot Armed Protesters: 'I'd Drop Any 10 Of You',POLITICS,0
Attorney General William Barr Spreads Mail-In Voting Conspiracies,POLITICS,0
Biden Campaign Raises An Unprecedented $364 Million In August,POLITICS,0
Fonio: Try This Nutrient-Packed Ancient Grain When You're Over Quinoa,FOOD_DRINK,2
San Francisco Drag Queens Delivering 'Meals On Heels' Amid COVID-19,VOICES,3
500 Faith Leaders Endorse Joe Biden And Kamala Harris For The White House,POLITICS,0
Chadwick Boseman Helped Create This Iconic ‘Black Panther’ Line,ENTERTAINMENT_MEDIA,3
Tiffany Trump's 'Clueless' Attack On Joe Biden Backfires On Twitter,POLITICS,0
GOP Sen. Ron Johnson Touts 'Citizen Soldiers' To 'Overwhelm Rioters',POLITICS,4
"For Country's Brandon Stansell, The Fight To Sing Truthfully As A Gay Man Isn't Over",ENTERTAINMENT_MEDIA,3
Mariah Carey Says Ellen DeGeneres Made Her 'Extremely Uncomfortable' In Pregnancy Interview,ENTERTAINMENT_MEDIA,3
White House Posts Fake Video Of Joe Biden 'Sleeping' During TV Interview,POLITICS,0
The Weeknd Looks Like He Got Beat Up At Video Music Awards,ENTERTAINMENT_MEDIA,3
The 10 Best Instagram Recipes From August 2020,FOOD_DRINK,2
"The VMAs Were Full Of Powerful Remarks On Police Brutality, Black Lives Matter",ENTERTAINMENT_MEDIA,3
Bestselling Author’s ‘Open Letter To Republicans’ Gives Trump Voters A Way Out,POLITICS,0
How A Massachusetts Primary Could Affect The Puerto Rican Debt Crisis,POLITICS,0
Pro-Cop Rally Draws Scores To Kenosha Amid Protests Against Police Violence,US_NEWS,4
"1 Person Killed In Portland As Protesters, Trump Supporters Clash",US_NEWS,4
Arkansas Sheriff Resigns After He's Caught On Tape In Racist Tirade,US_NEWS,4
"The VMAs Went Virtual, But The Stars Dressed Up Anyway: See All The Looks",ENTERTAINMENT_MEDIA,3
Dem Rep Warns Trump's Kenosha Visit Is Meant To 'Agitate' And 'Make Things Worse',VOICES,0
When Will We See Queen Elizabeth Again?,WORLD_NEWS,1
"Monsoon Rains Wreak Havoc Across Pakistan, Killing At Least 63 People",WORLD_NEWS,4
Weeks Without Power Or Water Lie Ahead As Laura Cleanup Begins,US_NEWS,1
Top Democrat Richard Neal Disavows Super PAC Ad Blasting His Opponent,POLITICS,0
Trump's Sister Bashes Callous Ivanka Over Separated Migrant Children In New Recordings,POLITICS,0
19 Children's Books That Normalize Breastfeeding,PARENTING_FAMILY,2
The Funniest Tweets From Parents This Week (Aug. 22-28),PARENTING_FAMILY,2
9 Pretty And Practical Face Mask Chains,STYLE_BEAUTY_HOME,1
The Republican Party’s Full Embrace Of Donald Trump Didn’t Come Out Of Nowhere,POLITICS,0
Mom Creates ABC Poster To Teach Kids About Race And Privilege,PARENTING_FAMILY,3
Mary Trump Explains Why She's 'Heartbroken' By Her Uncle's RNC Speech,POLITICS,0
Trump DOJ Targets Democratic Governors For COVID-19 Outbreaks In Veterans Homes,POLITICS,0
"During Disasters, Red States Get The Red Carpet. Blue States Get Threats.",POLITICS,0
"Trump Once Freaked Out After Missing A Call With Putin, Former U.K. Adviser Says",POLITICS,0
Experts Share Cookbooks Getting Them Through The COVID-19 Pandemic,FOOD_DRINK,2
"Ex-Trump DHS Official Turns Against Him, Backs Biden In Damning New Ad",POLITICS,0
University Of Arizona Prevented Coronavirus Outbreak On Campus By Testing Wastewater,EDUCATION,1
Female Penguins Become New Moms After Adopting Egg Together,ENVIRONMENT,2
GOP Policies Are Shortening American Lives,POLITICS,0
"'Morning Joe' Host Gets Personal, Calls Melania Trump 'Absolutely Shameless'",POLITICS,0
Gigi Hadid Shares Stunning Pregnancy Photoshoot: 'Cherishing This Time',ENTERTAINMENT_MEDIA,3
Abby Johnson Spreads Falsehoods About Abortion At The RNC,POLITICS,0
Trump Adviser Larry Kudlow Goes Full Trickle-Down In Throwback Economic Speech,POLITICS,0
Mike Pompeo To Give An Unprecedented And Potentially Illegal Speech To The RNC,POLITICS,0
RNC Speaker Rebecca Friedrichs Once Said 'Public Schools Groom Kids For Sexual Predators',POLITICS,0
How Conservative Teens Are Meme-ing And Monetizing The Political Divide,POLITICS,0
Why Trump's Desperate Bid For A Win On COVID-19 Puts Lives At Risk,POLITICS,1
'Fake Melania' Tells Stephen Colbert The Dirty Trump Joke She's Planned For RNC Speech,ENTERTAINMENT_MEDIA,0
Kimberly Guilfoyle’s ‘Screams’ Scare Stephen Colbert Right Off His Chair,ENTERTAINMENT_MEDIA,0
14 Mental Health Instagram Accounts You Should Follow ASAP,HEALTH_WELLNESS,2
Bette Midler Slams Piers Morgan Over His Meghan Markle Voting Criticism,ENTERTAINMENT_MEDIA,3
Trump's Laughing Postmaster General Has No Idea What It Costs To Mail A Postcard,POLITICS,0
Critics Stumped RNC Lists 'Honorable' Ivanka Trump — And Omits Title For Her Siblings,POLITICS,0
Doctors Call For Immediate End To High-Intensity Active Shooter Drills In Schools,PARENTING_FAMILY,1
Kellyanne Conway To Leave White House At The End Of The Month,POLITICS,0
Trump Announces Emergency Approval For COVID-19 Plasma Treatment,POLITICS,1
"Court Orders Trump To Pay $44,100 For Stormy Daniels' Legal Fees",POLITICS,4
Everything We Know About The 2020 Republican National Convention,POLITICS,0
Emails Show Businesses Held Sway Over State Reopening Plans,POLITICS,0
"A Year After Elijah McClain's Death, Activists Want Charges",US_NEWS,4
"Trump 'Has No Principles' And 'You Can't Trust Him,' His Sister Reportedly Said On Tape",POLITICS,0
"With 'The Neon,' Erasure's Andy Bell Is Ready To Reclaim The Dance Floor",ENTERTAINMENT_MEDIA,3
It's A Tiny Giant Panda! Mei Xiang Gives Birth On Panda Cam At National Zoo,US_NEWS,2
Russian Opposition Politician Navalny Put On Plane After Suspected Poisoning,WORLD_NEWS,4
Anderson Cooper Overcome With Emotion After Coronavirus Patient's Sweet Message,POLITICS,1
"QAnon Cultists, Emboldened By Trump, Rally In Hollywood To Spread Dangerous Conspiracies",POLITICS,0
Trump Seemingly Overlooks That This Year’s DNC Was Online,POLITICS,0
Inside Steve Bannon’s Alleged Scheme To Fleece Trump Voters Who Wanted A Border Wall,POLITICS,0
13-Year-Old Boy Who Bonded With Biden Over Stutter Speaks At The DNC,POLITICS,0
Steve Bannon Jokes About Ripping Off ‘We Build The Wall’ Donors In Resurfaced Clip,POLITICS,0
"Postmaster General Louis DeJoy Evades Responsibility For Major Post Office Delays, Refuses to Reverse Changes",POLITICS,0
Trump Cooks Up Wacky New Birther Slam: Joe Biden Wasn't Born In Pennsylvania,POLITICS,0
Feds Once Again Seeking Death Sentence For Boston Bomber Dzhokhar Tsarnaev,CRIME,4
Twitter Users Mock ‘Seriously Triggered’ Trump After All-Caps Obama Meltdown,POLITICS,0
Former Trump Strategist Steve Bannon Pleads Not Guilty In 'Build The Wall' Scheme,POLITICS,0
U.S. Judge Dismisses Trump's Attempt To Block Subpoena For Tax Records,POLITICS,0
"Kamala Harris Celebrates America’s Diversity, A Nation 'Where All Are Welcome,' In DNC Speech",POLITICS,0
CNN Hosts Rip ‘Biggest Snowflake’ Trump: ‘One Of The Founders Of Cancel Culture’,POLITICS,0
"Immigrant Detention Center Fed Muslims Pork During Pandemic, Activists Say",POLITICS,4
Let's Talk About Joe Biden's American Flag Socks,STYLE_BEAUTY_HOME,0
Amber Ruffin Reels Off Long List Of Bad Things Donald Trump Has Done To Women,ENTERTAINMENT_MEDIA,0
Can A Book Club Fight Racism?,ARTS_CULTURE,4
Trump Attacks Goodyear After It Asks Workers To Avoid Politics On Job,POLITICS,0
Infectious Disease Experts On What Frustrates Them Most During COVID-19,HEALTH_WELLNESS,1
Marco Rubio Decimated For Tweet Criticizing DNC For Celebrity Host Eva Longoria,POLITICS,0
How To Get Michelle Obama's 'Vote' Necklace,STYLE_BEAUTY_HOME,3
'Stand Up Straight': Sassy Bernie Sanders Moments With Wife Caught On Camera,POLITICS,3
Kamala Harris Secret Service Code Name Revealed,POLITICS,0
"Here Are Affordable Lookalikes To Michelle Obama's \"VOTE\" Necklace",STYLE_BEAUTY_HOME,2
Britney Spears Tells Court She No Longer Wants Dad As Conservator,ENTERTAINMENT_MEDIA,3
300 Pizza Huts To Close After Franchisee Declares Bankruptcy,FOOD_DRINK,2
"An Elite Consulting Firm Said 'Black Lives Matter,' But Staffers Never Got The Message",BUSINESS_FINANCE,0
Twins React To Hearing 'Fallin' For First Time And Alicia Keys Loves It,ENTERTAINMENT_MEDIA,3
Ana De Armas Vanquishes Sadfleck For Ben Affleck's 48th Birthday,ENTERTAINMENT_MEDIA,3
Is It Possible To Have A Healthy Relationship With Social Media?,HEALTH_WELLNESS,2
Trump's Former DHS Chief Of Staff Calls His Security Policies 'Terrifying',POLITICS,0
"U.S. Says No Financial Bailout For Lebanon, Calls For Systemic Reforms",POLITICS,4
"Robert Trump, The President’s Younger Brother, Dead At 71",US_NEWS,0
Elizabeth Debicki To Play Princess Diana In Final 2 Seasons Of 'The Crown',ENTERTAINMENT_MEDIA,3
NJ Congressman Calls For Grand Jury Criminal Probe Of Trump's Election 'Subversion' By Mail,POLITICS,0
'Devastating': The Census Bureau Is About To Severely Undercount Tribes,POLITICS,4
House Committee Calls On Postmaster General To Testify On USPS Changes,POLITICS,0
Bull Chases Firefighters Battling California Wildfire,US_NEWS,4
Here's How Long You're Protected From COVID-19 After Recovery,HEALTH_WELLNESS,1
Why These Sexual Assault Survivors Support Defunding The Police,POLITICS,4
'Noise Demonstration' Held Outside Home Of U.S. Postmaster General,POLITICS,4
Rihanna Spells Out Exactly What She Thinks Of Donald Trump With Graffiti Photos,ENTERTAINMENT_MEDIA,3
Youth Ministry Accused Of Deceiving Queer Teens With ‘Bait And Switch’,VOICES,4
The Funniest Tweets From Parents This Week (Aug. 8-14),PARENTING_FAMILY,3
Meghan Markle Talks 'Clickbait' And 'Toxicity' In The Media,ENTERTAINMENT_MEDIA,3
The 20 Funniest Tweets From Women This Week (Aug. 8-14),WOMEN,3
6 Black-Owned Lingerie Brands To Add To Your Collection,STYLE_BEAUTY_HOME,2
"Herman Cain Tweets 2 Weeks After Death, Slams Joe Biden And Kamala Harris",POLITICS,0
Why You Should Start A Journal Right Now (And How To Stick With It),HEALTH_WELLNESS,2
Is It Safe To Drink From A Water Fountain During The COVID-19 Pandemic?,HEALTH_WELLNESS,1
Dennis Quaid 'Couldn't Resist' Adopting A Cat Named Dennis Quaid,ENTERTAINMENT_MEDIA,3
Is Fenty Skin Care Worth It? Dermatologists Sound Off,STYLE_BEAUTY_HOME,2
Linxin Wen: Why Big Delivery Apps Are Bad For Small Restaurants,FOOD_DRINK,2
Could Meghan Markle Run For Office One Day?,POLITICS,3
Jamie Lee Curtis Tells Funniest Story About Hunting For Toilet Paper In Pandemic,ENTERTAINMENT_MEDIA,3
How The South Botched Spanish-Language Outreach On COVID-19,POLITICS,1
Kamala Harris Makes Emotional Tribute To Her Friend Beau Biden,POLITICS,3
Nicolle Wallace Reveals What Trump Fears Most About Kamala Harris,POLITICS,0
Musical About Princess Diana Bypassing Broadway For Netflix,ENTERTAINMENT_MEDIA,3
Trump Loses Face On Late-Night TV For His Apparent Mount Rushmore Aspirations,ENTERTAINMENT_MEDIA,0
"Meghan Markle And Prince Harry Kept This Part Of Their Love Story A 'Mystery,' New Book Says",ENTERTAINMENT_MEDIA,3
Infectious Disease Expert Predicts When U.S. Coronavirus Cases Will Again Explode,POLITICS,1
Why Kamala Harris Is A Historic Vice Presidential Pick,POLITICS,0
Searing George Conway Column Shows Trump's Supporters What They Really Believe In,POLITICS,0
What We Know About COVID-19 Antibodies Is Changing. Here's What's New.,HEALTH_WELLNESS,1
Iran Shutters Newspaper After Expert Questions Official Coronavirus Numbers,WORLD_NEWS,1
"Friends Don't Sacrifice Friends To Bears, Wild National Park Service Message Warns",ENVIRONMENT,2
Is A Hotel Or Airbnb Safer In The Age Of COVID-19?,TRAVEL,1
"Chicago Looting Leads To More Than 100 Arrests, Dozens Of Damaged Businesses",POLITICS,4
Touched A Nerve? Trump Flips Out After Anthony Scaramucci Delivers Warning On Fox News,POLITICS,0
Georgia School Reports 9 Coronavirus Cases After Photos Of Packed Hallways Go Viral,US_NEWS,1
Officials Resign In Lebanon In Wake Of Deadly Explosion,WORLD_NEWS,4
Fire Kills 11 Patients In Southern India COVID-19 Facility,WORLD_NEWS,1
North Carolina Rocked With 5.1 Magnitude Earthquake,US_NEWS,4
Charlize Theron's Daughters Are All Smiles At Her Zoom Birthday Party,ENTERTAINMENT_MEDIA,3
"Trump Using COVID-19 As A Cover To Gut Social Security And Medicare, Critics Charge",POLITICS,1
Protesters In Beirut Storm Foreign Ministry Amid Fury Over Massive Blast,WORLD_NEWS,4
Postal Service Reshuffles Leadership As Democrats Push For Answers On Delays,US_NEWS,2
"NRA's 'From Our Cold, Dead Hands' Attack On Shutdown Threat Does Not Go Well",POLITICS,4
Vaccine Expert Has A Grim Prediction Of What Coronavirus Will Do 'For Years And Years',POLITICS,1
Trump Calls Maskless Country Club Audience At Press Conference A 'Peaceful Protest',POLITICS,0
New York City's Hottest New Energy Fight,POLITICS,4
New Hampshire Woman Gets New Face For Second Time In 10 Years,SCIENCE,2
Joe Lieberman's Son Is Running For Senate. He Also Wrote A Book Filled With Racist Tropes.,POLITICS,0
Big Tech Isn't Censoring Donald Trump,POLITICS,0
Reality Winner's Mom Says Daughter Got COVID-19 As Convicted Trump Aides Went Free,POLITICS,1
Coronavirus Tore Through This Meatpacking Plant With Incredible Speed,BUSINESS_FINANCE,1
'Most Deranged I’ve Ever Seen': Critics Rip Trump's 'Desperate' Attack On Biden,POLITICS,0
"Olympians Michael Phelps, Apollo Ohno Discuss Suicide, Depression In New Doc",SPORTS,3
Michelle Obama Blames Her 'Low-Grade Depression' In Part On Donald Trump,POLITICS,0
Joe Biden Hits Trump’s Biggest Boast With A Brutal Coronavirus Reality Check,POLITICS,0
Tourist's 19th-Century Statue Photo-Op Goes Horribly Wrong,WORLD_NEWS,4
The Silver Lining Of America's Most Extreme Abortion Ban,WOMEN,4
Time Dumps Donald Trump Into A Sea Of Surging Coronavirus For New Magazine Cover,POLITICS,0
The Best Places To Buy Kids Glasses Online For Cheap,PARENTING_FAMILY,2
"Kate Middleton, Prince William Lose It After Woman Says They're 'S**tty' At Bingo",ENTERTAINMENT_MEDIA,3
10 Calming Home Design Shows On Netflix That Aren’t From HGTV,STYLE_BEAUTY_HOME,2
Ex-Atlanta Cop Who Shot Rayshard Brooks Files Lawsuit Over Firing,CRIME,4
The Election Could Ultimately Decide The Dakota Access Pipeline’s Fate,BUSINESS_FINANCE,4
Jonathan Swan Names The Most ‘Stunning’ Moment Of His Wild Trump Interview,POLITICS,0
How To Know If Your Own Doctor (Or A Doctor You Might See) Is A Quack,HEALTH_WELLNESS,2
Stinging Obituary Blames Trump For Texas Man’s 'Needless' Death From Coronavirus,POLITICS,0
Ryan Reynolds Says Plantation Wedding With Blake Lively Is 'Impossible To Reconcile',ENTERTAINMENT_MEDIA,3
House Panel Calls New Postmaster General To Explain Mail Delays,POLITICS,0
Mary Trump Has Sold More Books Than 'Art Of The Deal' Sold In 29 Years,POLITICS,0
Debby Ryan's TikTok Fashion Show Goes Viral For 1 Killer Look,ENTERTAINMENT_MEDIA,3
Andrew Yang Has A Debate Warning For Trump ― And A Bold Prediction For Biden,POLITICS,0
Schools Begin To Reopen Amid Nationwide Coronavirus Surge,POLITICS,1
Dr. Fauci Has Award-Winning Reaction To Brad Pitt's Emmy Nomination For Playing Him,ENTERTAINMENT_MEDIA,3
Navy SEALS Investigate Video Of Dogs Attacking Colin Kaepernick Stand-In,POLITICS,4
Manhattan DA Is Investigating Trump And His Company Over Reports Of Fraud,POLITICS,0
"Britney Spears' Dad Calls #FreeBritney Movement 'A Joke,' Defends Conservatorship",ENTERTAINMENT_MEDIA,3
"MLB Commissioner Confident League Can Get Through Season, Playoffs Despite Coronavirus",SPORTS,1
"Marines Halt Search For 8 Missing Troops Off Southern California Coast, All Presumed Dead",US_NEWS,4
SpaceX Capsule And NASA Astronauts Make First Splashdown In 45 Years,US_NEWS,2
Financially Struggling Zoos Could Be Latest Pandemic Victims,US_NEWS,1
Tropical Storm Isaias Nears Virus-Hit Florida After Lashing The Bahamas,US_NEWS,1
Nancy Pelosi Says She Does Not Have Confidence In Dr. Deborah Birx,POLITICS,0
"Airplane Midair Collision Kills 7, Including Alaska State Legislator",US_NEWS,4
Thousands Protest In Berlin Against Coronavirus Restrictions,WORLD_NEWS,1
James Murdoch Quits News Corp Board And Everyone Cracks The Same Jokes,US_NEWS,3
North Dakota GOP's Platform Is So Anti-LGBTQ Nobody Will Say Who Wrote It,POLITICS,0
Ivanka Trump And Jared Kushner Raked In $36 Million Last Year While Serving In The White House,POLITICS,0
Biting New Anti-Trump Video Imagines A Republican Waking Up From A Coma,POLITICS,0
The Funniest Tweets From Parents This Week (July 25-31),PARENTING_FAMILY,3
It's The Two-Week Anniversary of Trump's Latest Lie About Health Care,POLITICS,0
Fox News Editor: Trump Election Delay Idea Is ‘Flagrant Expression Of His Weakness’,POLITICS,0
Seth Rogen Says 'Below Deck' Made 'Crazy' Request In Inviting Him,ENTERTAINMENT_MEDIA,3
School Founded By Sinclair Broadcast VP Tells Teachers: Come In Person Or Lose Your Job,POLITICS,0
How To Tie-Dye In A Small Space,STYLE_BEAUTY_HOME,2
Obama: Senate Should Eliminate Filibuster To Protect Voting Rights,POLITICS,0
Former Best Buy Employee Details Horrific Sexual Harassment And Retaliation,BUSINESS_FINANCE,4
"Herman Cain, 2012 GOP Presidential Candidate And Businessman, Dies At Age 74",POLITICS,0
Obama Makes Sweeping Call To Action On Voting Rights In John Lewis Eulogy,POLITICS,0
"Malik B, Founding Member Of The Roots, Has Died At 47",VOICES,3
MacKenzie Scott Has Donated $1.7 Billion Since Divorce From Jeff Bezos,POLITICS,3
Are Face Shields Better Than Face Masks For Protection Against COVID-19?,HEALTH_WELLNESS,1
Trump Clings To Unproven Treatments As U.S. Sinks Deeper Into Pandemic,POLITICS,1
Mike Pence Met With Group Behind Viral Coronavirus Misinformation Video,POLITICS,1
"GOP Rep. Louie Gohmert, Who Wrote Off Mask Wearing, Tests Positive For COVID-19",POLITICS,1
'Late Night' Writer Sums Up Trump's Cognitive Test With 1 Word,ENTERTAINMENT_MEDIA,0
"‘Trump Grifts, You Die’: New Ad Rips President For Profiting Amid Pandemic",POLITICS,0
Stop Trying To Live Like We Aren't In A Pandemic,HEALTH_WELLNESS,1
Democrats Reject Marijuana Legalization In Party Platform,POLITICS,0
Scott Walker Gets Brutal Reminders Of His Past After 'Joke' Tweet Backfires,POLITICS,0
How Quack Doctors And Powerful GOP Operatives Spread Misinformation To Millions,POLITICS,1
The 2020 Emmy Nominations Are Filled With Snubs And Surprises,ENTERTAINMENT_MEDIA,3
"23 Indigenous Fashion Brands: Clothing, Jewelry, Accessories And Shoes",STYLE_BEAUTY_HOME,2
"Workers Will Just 'Sit Home' On Unemployment Aid, Steve Mnuchin Complains",POLITICS,1
New Book Traces Roots Of Prince Harry's Rift With Prince William,ENTERTAINMENT_MEDIA,3
Naya Rivera's Sister Nickayla Shares Heartbreaking Tribute To Late 'Glee' Star,ENTERTAINMENT_MEDIA,3
"New Book Shines Light On Kate Middleton, Meghan Markle: They Weren't 'At War'",ENTERTAINMENT_MEDIA,3
Right-Wing MAGA Artist's Weird New Trump Prayer Portrait Gets Hilarious Makeover,POLITICS,0
Minnesota Couple Wears Nazi Face Masks To Walmart After State Mask Mandate,US_NEWS,0
Store Mask Requirements Aren't Really Requirements If They Aren't Enforced,BUSINESS_FINANCE,2
"White Supremacy Shaped American Christianity, Researcher Says",POLITICS,4
"Charlize Theron Recalls 'Unfair' Treatment On 'The Italian Job,' Shades Mark Wahlberg",ENTERTAINMENT_MEDIA,3
"John Saxon, 'Enter The Dragon' And 'Nightmare On Elm Street' Actor, Dies At 83",ENTERTAINMENT_MEDIA,2
Monica Lewinsky Wins The Internet With Best 'I Have A Joke' Tweet,POLITICS,3
Sinclair Delays Segment Touting Coronavirus Conspiracy Theory After Backlash,POLITICS,0
"4 Million COVID-19 Cases Later, Donald Trump Wants To Take It Seriously",POLITICS,1
Wildfires Scorch The Arctic As Siberian Heatwave Rages,ENVIRONMENT,4
Arizona Democratic Party HQ 'Completely Destroyed' In Arson Attack,POLITICS,4
Nikki Haley's 'Groveling' Claim About Donald Trump Leaves People Bewildered,POLITICS,0
'World War Z' Author: COVID-19 Response Shows U.S. Has Lost The 'Gut Terror' Of Germs,ENTERTAINMENT_MEDIA,1
Tucker Carlson's Democrat COVID-19 Conspiracy Theory Is One For The Books,ENTERTAINMENT_MEDIA,0
AOC Gave The Most Important Feminist Speech In A Generation,POLITICS,0
Explosive UFO Report In NYT Mentions 'Off-World Vehicles Not Made On This Earth',POLITICS,4
Bessara: The Dip To Make When You Need A Break From Hummus And Guac,FOOD_DRINK,2
Teacher Who Voted For Trump In 2016 Now Fears She ‘Signed My Own Death Warrant’,POLITICS,0
How Mindfulness Can Help With Racial Trauma,HEALTH_WELLNESS,4
What Drinking On An Empty Stomach Does To Your Body,HEALTH_WELLNESS,2
"Eric Rivera On Trump And Goya: You Call Us Rapists, But Now You Like Our Canned Food?",FOOD_DRINK,0
Police Violence Against Black Disabled People Can’t Be Ignored Anymore,VOICES,4
The Psychology Behind Why Men Refuse To Wear Face Masks,STYLE_BEAUTY_HOME,1
Mary Trump Shares The 'Crucial Reason' Trump Has 'Gotten As Far As He Has',ENTERTAINMENT_MEDIA,0
Dolly Parton Parody Puts Anti-Mask 'Karens' On Blast On 'Late Show',ENTERTAINMENT_MEDIA,3
